,FECHA,FOLIO,PROVEEDOR,DESCRIPCION,TIPO GASTO,IMPORTE,IVA,TOTAL MX
1392,2021-06-01,92523,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,CABLE TERMOPAR MALLA INOX TIPO J-FB-FB-SSB-20S ROLLO 100M,COMPRAS,2585.0,413.6,2998.6
1393,2021-06-01,11969,D PAPEL OUTLET STORE S.A. DE C.V.,Papel especial,PAPELERIA,600.0,96.0,696.0
1394,2021-06-01,169818,ELECTROTERMICA NACIONAL SA DE CV,Tubo flexible inox. 3/8. (104690-1 MS),COMPRAS,0.0,0.0,0.0
1395,2021-06-01,47964,MR MULTISERVICIOS INDUSTRIALES SA DE CV,"PLACA AC D2 2""",COMPRAS,0.0,0.0,0.0
1396,2021-06-01,47965,MR MULTISERVICIOS INDUSTRIALES SA DE CV,LAM AC INOX T-304 CAL-24  4X10',COMPRAS,3833.0,0.0,3833.0
1397,2021-06-01,576,MIGUEL ANGEL POZOS PONCE,Tarjetas de presentacion Calor y Control ,PAPELERIA,3300.0,48.0,3348.0
1398,2021-06-01,36538,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,4620.0,739.2,5359.2
1399,2021-06-01,29313,NANCY ELENA BARRON OLEA,BOLSA ASA GRANDE PLASTICO,COMPRAS,237.86,38.06,275.92
1400,2021-06-01,128651,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,36.78,5.88,42.66
1401,2021-06-01,128652,BEPENSA LEASING S.A. DE C.V.,Pago,ARRENDAMIENTO FINANCIERO,0.0,0.0,0.0
1402,2021-06-01,3386,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,1266.0,202.56,1468.56
1403,2021-06-01,4272,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,1139.12,182.26,1321.38
1404,2021-06-01,420210501898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,0.0,0.0,0.0
1405,2021-06-01,420210501898904,"INTERCAM BANCO S.A., INSTITUCION DE BANCA MULTIPLE, INTERCAM GRUPO FINANCIERO",COMISION POR TIMBRADO FISCAL,COMISION BANCARIA,2800.0,448.0,3248.0
1406,2021-06-01,22021050028311,"INTERCAM FONDOS, S.A. DE C.V. SOCIEDAD OPERADORA DE FONDOS DE INVERSION INTERCAM GRUPO FINANCIERO",Comisiones y Otros Cargos,COMISION BANCARIA,4519.61,723.14,5242.75
1407,2021-06-01,XXXX,HERNALDO FAVIO OLVERA MARTINEZ,Anualidad Plataforma de Rastreo Tiida 2017,MTTO COMPUTO,819.0,131.04,950.04
1408,2021-06-01,108439,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,0.0,0.0,0.0
1409,2021-06-01,21505,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,0.0,0.0,0.0
1410,2021-06-01,210677,"LA PALOMA COMPAÑÍA DE METALES,",INOX. BARRA RED. 304  9.5MM,COMPRAS,100.89,16.14,117.03
1411,2021-06-01,516,IGNACIO ROJAS GOMEZ,CABLE FV C/ SILICON CAL 12 200°,COMPRAS,1615.88,258.54,1874.42
1412,2021-06-01,844,TRABAJADORES PROACTIVOS DEL CENTRO SC,Inspección de materiales o productos,SUELDOS PRODUCCION,3169.76,507.16,3486.73
1413,2021-06-01,817,Sanjuana Vargas Almanza,Pago,COMPRAS,2000.0,320.0,2320.0
1414,2021-06-01,6707,WILCON INGENIERIA Y DIBUJO SA DE CV,Pago,COMPRAS,4319.1,601.2,4805.3
1415,2021-06-01,73642,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUEL PURO 500° C CAL. 14,COMPRAS,1960.0,313.6,2273.6
1416,2021-06-01,1711,AMBOSS INDUSTRIAL S DE RL DE CV,"REPARACIÓN Y MANTENIMIENTO Proceso de mejora de equipo de Sandblaster para limpieza de proceso.
Incluye: Cambio de guantes/mangas para operación de equipo, instalación de ruedas locas con freno de 3"", cambio de manguera para arrastre de arena en pistola de sandblester.
REF.: CALYCONT0421/12
P.O. IN00782",MAQUILAS,1494.93,239.19,1734.12
1417,2021-06-01,885846,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-NOI Mensual 1 Usr(s),MTTO COMPUTO,11.95,1.91,13.86
1418,2021-06-01,11243400,Servicios Comerciales Amazon México S. de R.L. de C.V.,LEGO Kit de decoración y manualidad Dots 41925 Cajas Secretas (273 Piezas),NO DEDUCIBLE,17.09,2.73,19.82
1419,2021-06-01,11245701,Servicios Comerciales Amazon México S. de R.L. de C.V.,"Melissa & Doug Created by Me! Caja en Forma de Flor para Decorar, Juego de Arte Todo-Incluido, Artes y Manualidades para Niños (4 Pinturas, 2 Tubos de Brillantina, 14 Adhesivos y Pincel)",NO DEDUCIBLE,2123.8,339.81,2463.61
1420,2021-06-01,1778148,Servicios Comerciales Amazon México S. de R.L. de C.V.,Membresía mensual Amazon Prime,NO DEDUCIBLE,4319.1,601.2,4805.3
1421,2021-06-01,4737,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,1705.35,272.86,1875.89
1422,2021-06-01,4738,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,350.0,56.0,406.0
1423,2021-06-01,4739,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,248.4,39.74,288.14
1424,2021-06-01,5112,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",SUJETACABLE PARA CONECTOR RAPIDO ESTANDAR OMEGA,COMPRAS,0.0,0.0,0.0
1425,2021-06-01,803,MAURICIO CARBAJAL ORTIZ,Pago,MENSAJERIA,4024.97,596.29,4621.26
1426,2021-06-01,92695,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,"AISLADOR CARTUCHO 3/4"" X 10CM 6 BARRENOS",COMPRAS,4319.1,601.2,4805.3
1427,2021-06-01,18253,CLARITY SYSTEMS S.A. DE C.V.,RENTA MENSUAL SISTEMA DE PURIFICACION ACCUAPERFECTA 4 ALCALINO,ALIMENTOS,0.0,0.0,0.0
1428,2021-06-01,169838,ELECTROTERMICA NACIONAL SA DE CV,"CABLE PARA TERMOPAR tipo J, calibre 20, con forro de P.V.C., codigo J-PVC/PVC-20. (104710-1 MO)",COMPRAS,0.0,0.0,0.0
1429,2021-06-01,7447477,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINAS  REZAGO PRIVADO,DERECHOS,1110.0,177.6,1287.6
1430,2021-06-01,7448124,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINAS  REZAGO PRIVADO,DERECHOS,5390.0,862.4,6252.4
1431,2021-06-01,7448223,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINAS  REZAGO PRIVADO,DERECHOS,600.0,96.0,696.0
1432,2021-06-01,7448268,PODER EJECUTIVO DEL ESTADO DE QUERETARO,IMPUESTO SOBRE NOMINAS  REZAGO PRIVADO,DERECHOS,14.26,2.28,16.54
1433,2021-06-01,54,FERNANDO LARA SANTILLAN,Diseño e Impresión de TARJETAS DE PRESENTACION CALOR Y CONTROL DE ACUERDO A DATOS PROPORCIONADOS,MTTO COMPUTO,0.0,0.0,0.0
1434,2021-06-01,55,FERNANDO LARA SANTILLAN,Diseño e impresión de Block de 50 hojas en papel bond de 90 g. Impresión al frente. Engomado de desprendimiento y soporte de carton gris.,MTTO COMPUTO,1000.71,155.54,1156.25
1435,2021-06-01,6050,MARISOL MENDOZA CHAVEZ,SUSPENSION PARA CaRETA ELECTRONICA WELD 500,COMPRAS,1591.25,262.0,1853.25
1436,2021-06-01,6051,MARISOL MENDOZA CHAVEZ,GAS OXIGENO INDUSTRIAL 10 M3 .,COMPRAS,4319.1,601.2,4805.3
1437,2021-06-01,4248,NOVATEL MEXICANA S.A. DE C.V,Pago,COMPRAS,0.0,0.0,0.0
1438,2021-06-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,0.0,0.0,0.0
1439,2021-06-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,4300.0,48.0,4348.0
1440,2021-06-01,18925,"TEMPCO MEXICO, S.A. DE C.V.",TAPA DE CERAMICA,COMPRAS,0.0,0.0,0.0
1441,2021-06-01,154,TRAINING AND REALTY BUSINESS S DE RL DE CV,"Capacitación y asesoría para la Implementación del Sistema de Gestión de Seguridad, Salud y Medio Ambiente (EHS)
Junio 2021",CAPACITACION,3900.8,624.13,4524.93
1442,2021-06-01,2696,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,4037.6,646.02,4683.62
1443,2021-06-01,929050,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,2525.6,404.1,2929.7
1444,2021-06-01,1865,JOSE ISMAEL MANCILLA COLUNGA,S CONTABLE MES MAYO 2021,HONORARIOS CONTABLES,980.0,156.8,1136.8
1445,2021-06-01,92886,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,MICA RIGIDA GRIS 0.5MM 1 M X 1.20 M PAQ 40 PZAS,COMPRAS,4319.1,601.2,4805.3
1446,2021-06-01,1342541,EFECTIVALE S. de R.L. de C.V.,DISPERSION,GASOLINA,4000.0,640.0,4640.0
1447,2021-06-01,2187,ANDRES FRANCO SOSA,TENSORES DE ACRO INOX. PARA PERNO DE 3/8 X 30,COMPRAS,29.89,4.78,34.67
1448,2021-06-01,4177,SANDRA PEREZ AGUILAR,BASE LIMPIADOR MULTIUSOS,COMPRAS,4319.1,601.2,4805.3
1449,2021-06-01,732692,Super Papelera S.A. de C.V. Suc Queretaro,PINTURA TELA POLICRAFT 30ML 1301 BCO TIT  POLICRAFT,PAPELERIA,1757.8,281.25,2039.05
1450,2021-06-01,732693,Super Papelera S.A. de C.V. Suc Queretaro,PUNZON CON PUNTA DE ACERO 00548  EVAFLEX,PAPELERIA,3307.01,529.12,3836.13
1451,2021-06-01,73723,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE NIQUEL PURO 500° C CAL. 14,COMPRAS,707.25,113.16,820.41
1452,2021-06-01,4397,"American Brother, S.A. de C.V.",SELLADORA TIPO CIZALLA OPERACION MANUAL  EN ACERO TIPO(PCS300I),COMPRAS,3693.32,590.93,4284.25
1453,2021-06-01,893030,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-BANCO Mensual 1 Usr(s),MTTO COMPUTO,2820.0,451.2,3271.2
1454,2021-06-01,5126,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","TUBO PROTECTOR DE CARBURO DE
SILICIO DE 1""Ø INT. X 1.75""Ø X 18"" DE
LARGO
",COMPRAS,140.0,0.0,140.0
1455,2021-06-01,4796,CACELEC SA DE CV,"TY95 0/320ºC, CAP 1MT",COMPRAS,2870.0,459.2,3329.2
1456,2021-06-01,4837,C.E. FIRE S.A. DE C.V.,"Fibra ceramica 2""x24""x36""",COMPRAS,1350.0,216.0,1566.0
1457,2021-06-01,4335466,MUNICIPIO DE QUERETARO,4433704 SERVICIOS PRESTADOS POR LA DEPENDENCIA MUNICIPAL DE PROTECCION CIVIL. lcar-PAGO DE VISTO BUENO PARA EL EJERCICIO FISCAL 2021 LICENCIA 1028933 (1-1),DERECHOS,0.0,0.0,0.0
1458,2021-06-01,71156,NOVATEL MEXICANA S.A. DE C.V,"CINTA 0.005"" C/A STD DE 1""  X 33 MT",COMPRAS,0.0,0.0,0.0
1459,2021-06-01,922,JUAN HECTOR PEREZ Y AMADOR,CAJA DE CONEXION CHICA NARANJA  ( OC 02158),COMPRAS,13.12,2.1,15.22
1460,2021-06-01,12591,TUVASUR DEL BAJIO SA DE CV,"BRIDA CIEGA A/INOX 304 150# 6""",COMPRAS,1394.4,223.1,1617.5
1461,2021-06-01,6237,Sanjuana Vargas Almanza,G8038HA2BL-7P-VENTILADOR 80X80X38mm 220VCA CUADRADO ,COMPRAS,0.0,0.0,0.0
1462,2021-06-01,130562,WILCON INGENIERIA Y DIBUJO SA DE CV,MOUSE LOGITECH M170 NEGRO INALAMBRICO,COMPRAS,0.0,0.0,0.0
1463,2021-06-01,895061,"ASPEL DE MEXICO, SA DE CV",Suscripción ASPEL-COI Mensual 1 Usr(s),MTTO COMPUTO,0.0,0.0,0.0
1464,2021-06-01,4273,EDGAR AGUILAR DIAZ,THINNER SIN ENVASE,COMPRAS,2738.7,438.19,3176.89
1465,2021-06-01,79,SMR CONSULTORES Y GESTORES EMPRESARIALES SC,GASTOS ADMINISTRATIVOS,HONORARIOS PM,4602.75,736.44,5063.02
1466,2021-06-01,80,SMR CONSULTORES Y GESTORES EMPRESARIALES SC,GASTOS ADMINISTRATIVOS,HONORARIOS PM,4319.1,601.2,4805.3
1467,2021-06-01,18679075,ADT Private Security Services de México S.A. de C.V.,Monitoreo Dual Com Ret,MONITOREO CAMARAS ADT,4148.0,663.68,4811.68
1468,2021-06-01,32103972,ADT Private Security Services de México S.A. de C.V.,Pago,MONITOREO CAMARAS ADT,5008.44,0.0,5008.44
1469,2021-06-01,3409,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,752.03,120.33,872.36
1470,2021-06-01,4285,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,1468.02,234.88,1702.9
1471,2021-06-01,404,HONORINA GARCIA RUBIO,"Apoyo de un consultor alfa para Implementación de un Sistema de Gestión de la Calidad SGC en CALOR Y CONTROL SA DE CV., acorde a la norma ISO 9001 versión 2015",CAPACITACION,0.0,0.0,0.0
1472,2021-06-01,213,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
1473,2021-06-01,108702,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,0.0,0.0,0.0
1474,2021-06-01,855,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de mantenimiento y reparación de equipos eléctrico,SUELDOS PRODUCCION,4319.1,601.2,4805.3
1475,2021-06-01,51,TRABAJADORES PROACTIVOS DEL CENTRO SC,Inspección de materiales o productos,SUELDOS PRODUCCION,6517.2,601.2,7559.96
1476,2021-06-01,6387,Sanjuana Vargas Almanza,7411-SS-Clavija 4P4H 20 A 120/208 V IP 20 ,COMPRAS,237.45,37.99,275.44
1477,2021-06-01,3992524,"COSTCO DE MEXICO, S.A. DE C.V.",CACAHUATES GRANDES 1.13 KG KIRKLAND SIGNATURE,NO DEDUCIBLE,188.05,30.09,218.14
1478,2021-06-01,3992529,"COSTCO DE MEXICO, S.A. DE C.V.","HAMBURGUESAS DE SALMON DE ALASKA, 1.36 KG TRIDENT",NO DEDUCIBLE,0.0,0.0,0.0
1479,2021-06-01,8311,DH4 COMERCIALIZADORA SA DE CV,"COMISION DEL 4% EN LA INTERMEDIACION MERCANTIL POR LA COLOCACION DE DIVERSAS RESISTENCIAS ELECTRICAS, A VARIOS CLIENTES DURANTE EL PERIODO DE MAYO DE 2021",SUELDOS DIRECCION,4319.1,601.2,4805.3
1480,2021-06-01,39810,FERRETERIA LA FRAGUA SA DE CV,METAL DESPLEGADO E6-22 MR LN ROLLO 22 MTS C-600OLLO 22 MTS C-600,COMPRAS,6120.0,601.2,7099.2
1481,2021-06-01,93219,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,ZAPATA  A INOX 900-8-14 OJILLO 1/4 CAL 8,COMPRAS,439.65,70.34,509.99
1482,2021-06-01,158480,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,1896.55,303.45,2200.0
1483,2021-06-01,11339063,Servicios Comerciales Amazon México S. de R.L. de C.V.,LEGO Kit de construcción Creator 3en1 31100 Auto Deportivo (134 Piezas),NO DEDUCIBLE,140.0,0.0,140.0
1484,2021-06-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Servicios de Telecomunicaciones,TELEFONO,391.0,62.56,453.56
1485,2021-06-01,73889,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",TERMINALES ALTA TEMP. 10-12,COMPRAS,0.0,0.0,0.0
1486,2021-06-01,3994838,"COSTCO DE MEXICO, S.A. DE C.V.",30 TAB ULTRA COMPLEJO B,NO DEDUCIBLE,0.0,0.0,0.0
1487,2021-06-01,3994868,"COSTCO DE MEXICO, S.A. DE C.V.",PLUMONES LAVABLES 100 PIEZAS CRAYOLA,NO DEDUCIBLE,195.68,31.32,227.0
1488,2021-06-01,3994871,"COSTCO DE MEXICO, S.A. DE C.V.",PASTEL DE VAINILLA 1/2 PLANCHA / 4.3KG KIRKLAND SIGNATURE,NO DEDUCIBLE,0.0,0.0,0.0
1489,2021-06-01,000055329773,CFE SUMINISTRADOR DE SERVICIOS BASICOS,Energia,ENERGIA ELECTRICA,2280.0,364.8,2644.8
1490,2021-06-01,101,HONORINA GARCIA RUBIO,Pago,CAPACITACION,0.0,0.0,0.0
1491,2021-06-01,73928,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CINTA F.V. 12MMX20MTS C/ADH. TUK,COMPRAS,3787.2,605.95,4393.15
1492,2021-06-01,5244821,Chubb Seguros México S.A,Pago,SEGUROS,220.05,35.21,255.26
1493,2021-06-01,6218,EXI BAJIO SA DE CV,Servicio de Arrendamiento,RENTA COPIADORA,429.0,68.64,497.64
1494,2021-06-01,4662,ELECTROTERMICA NACIONAL SA DE CV,Pago,COMPRAS,0.0,0.0,0.0
1495,2021-06-01,15566,NORTE SUR REPUESTOS SA DE CV,CONECT RAP MACHO 1/4 A ROSCA 1/4 DP401,COMPRAS,2300.0,48.0,2348.0
1496,2021-06-01,69728460,OFFICE DEPOT DE MEXICO SA DE CV,CORDON PORTAGAFETE NG C/12 OD,PAPELERIA,1100.0,176.0,1276.0
1497,2021-06-01,21729,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,Pago,PAQUETERIA,4319.1,601.2,4805.3
1498,2021-06-01,27614,"PRODUCTOS POLIMEX, S.A. DE C.V.",CERAMICA PARA ALTA TEMPERATURA,COMPRAS,2850.0,456.0,3306.0
1499,2021-06-01,518,IGNACIO ROJAS GOMEZ,CAJA ANTIEXPLOSION DE 3 1/2 GUA-16,COMPRAS,278.94,44.63,323.57
1500,2021-06-01,5066,SERVICIOS ORIENTA S.C.,PAE,HONORARIOS PM,4319.1,601.2,4805.3
1501,2021-06-01,1134336,"Travers Tool, S. de R.L. de C.V.","CORT. VERT. 1/2"" CARBURO 4G TIALN CLEVELAND",COMPRAS,336.9,62.09,398.99
1502,2021-06-01,1034,IRMA VILLALPANDO CASTANEDA,"RONDANA SILICON 18 MM INT. X 7/8""EXT",COMPRAS,2376.0,380.16,2756.16
1503,2021-06-01,1035,IRMA VILLALPANDO CASTANEDA,"ESPAGUETI C/SILICON 3/8"" MT",COMPRAS,126.56,20.25,146.81
1504,2021-06-01,1036,IRMA VILLALPANDO CASTANEDA,ESPAGUETI C/SILICON 250° 1/2,COMPRAS,180.0,28.8,208.8
1505,2021-06-01,73970,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",ALAMBRE A-1 (Y) NO. 16,COMPRAS,520.0,83.2,603.2
1506,2021-06-01,73976,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CINTA NICROMEL 80 9.520 X 0.203,COMPRAS,267.25,42.76,310.01
1507,2021-06-01,73978,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",CABLE TERMAFLEX 200 CAL 6,COMPRAS,267.25,42.76,310.01
1508,2021-06-01,4776,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.",Pago,COMPRAS,230.16,36.84,267.0
1509,2021-06-01,5137,"AR PIROMETRIA E INGENIERIA, S.A. DE C.V.","TUBO PROTECTOR DE CARBURO DE
SILICIO DE 1""Ø INT. X 1.75""Ø X 18"" DE
LARGO
",COMPRAS,0.0,0.0,0.0
1510,2021-06-01,4300,EDGAR AGUILAR DIAZ,BISAGRA TUBULAR 5/8,COMPRAS,4935.0,789.6,5724.6
1511,2021-06-01,2735,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,Pago,COMPRAS,3395.0,543.2,3938.2
1512,2021-06-01,4679,IT LOGIC S.A. DE C.V.,Tablet Lenovo Tab M10 TB-X306X 10.1&quot; MediaTek 64 GB Ram 4 GB Android 10 Color Gris,COMPRAS,72.67,11.63,84.3
1513,2021-06-01,3236,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,84.6,13.54,98.14
1514,2021-06-01,3237,MR MULTISERVICIOS INDUSTRIALES SA DE CV,Pago,COMPRAS,306.55,49.04,355.59000000000003
1515,2021-06-01,71199,NOVATEL MEXICANA S.A. DE C.V,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,0.0,0.0,0.0
1516,2021-06-01,34,FRANCISCO DE GUADALUPE NOGUERAS RUBIO,Servicio dirección empresarial,GERENCIA ADMON,3248.31,0.0,3248.31
1517,2021-06-01,27626,"PRODUCTOS POLIMEX, S.A. DE C.V.",PLACA CERÁMICA PORTA RESISTENCIA 19,COMPRAS,0.0,0.0,0.0
1518,2021-06-01,231254,SEGURIDAD INDUSTRIAL AMIGO S.A. DE C.V.,"Zapato, Borceguí con Casco de Poliamida Armada, Café, 107, # 26",UNIFORME,5168.5,826.96,5685.35
1519,2021-06-01,2691,SERVICIOS ORIENTA S.C.,Pago,HONORARIOS PM,4319.1,601.2,4805.3
1520,2021-06-01,6560,Sanjuana Vargas Almanza,AEM54/200PM-GABINETE METÁLICO DE MONTAJE  500x400x200 ,COMPRAS,4319.1,601.2,4805.3
1521,2021-06-01,889,Sanjuana Vargas Almanza,Pago,COMPRAS,4319.1,601.2,4805.3
1522,2021-06-01,4473,"American Brother, S.A. de C.V.",BANDA DE TEFLON PARA SISTEMA DE SELLADO 15x750mm S/V C/1U 0 TIPO(FRD1000/SF150W),COMPRAS,0.0,0.0,0.0
1523,2021-06-01,93497,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,ZAPATA HEMBRA A INOX 900-9610-250 CAL 10-12,COMPRAS,0.0,0.0,0.0
1524,2021-06-01,3454,SOLUCIONES LABORALES CF S.A. DE C.V.,Servicio de comercialización,SUELDOS VENTAS,6000.0,960.0,6960.0
1525,2021-06-01,4297,ESQUEMAS DE PRODUCTIVIDAD EMPRESARIAL S.C.,Servicios de contabilidad de costos,SUELDOS PRODUCCION,220.0,35.2,255.2
1526,2021-06-01,0094192141,Instituto Mexicano de la Propiedad Industrial,De documentos nacionales,DERECHOS,1253.26,200.53,1453.79
1527,2021-06-01,229,INGENIERIA EN SISTEMAS AUTOMATIZADOS E INSTRUMENTACION SA DE CV,Pago,COMPRAS,110.51,17.68,128.19
1528,2021-06-01,57,FERNANDO LARA SANTILLAN,Software de planificación web,MTTO COMPUTO,1408.4,225.34,1633.74
1529,2021-06-01,58,FERNANDO LARA SANTILLAN,"IDENTIFICACIONES Material PVC, tamaño 8.5 x 5.5cm, impresión digital full color  (4x4 tintas) frente y vuelta, tinta UV resistente a rayaduras.",MTTO COMPUTO,2359.8,12.77,2372.57
1530,2021-06-01,4287,NOVATEL MEXICANA S.A. DE C.V,Pago,COMPRAS,1429.8,236.95,1666.75
1531,2021-06-01,109052,OPERADORA DE SERVICIOS PAQUETEXPRESS SA DE CV,SERVICIOS DE PAQUETERIA Y MENSAJERIA,PAQUETERIA,4319.1,601.2,4805.3
1532,2021-06-01,870,TRABAJADORES PROACTIVOS DEL CENTRO SC,Servicios de mantenimiento y reparación de equipos eléctrico,SUELDOS PRODUCCION,1068.5,170.96,1239.46
1533,2021-06-01,190,ALEJANDRO VAZQUEZ ALMAZAN,BALATA DELANTERA,COMPRAS,390.0,62.4,452.4
1534,2021-06-01,74101,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",H Y M (CERAM.) 12040/41,COMPRAS,4319.1,601.2,4805.3
1535,2021-06-01,38475334,Autotransportes de Carga Tresguerras S.A de C.V.,Flete,PAQUETERIA,68.97,11.04,80.00999999999999
1536,2021-06-01,1380,EDGAR AGUILAR DIAZ,Pago,COMPRAS,1500.0,240.0,1740.0
1537,2021-06-01,1714,La Casa del Control SA de CV,XMR BASE 70MM IP66 C/PIE 100MM TUBO ALUM,COMPRAS,2158.8,345.41,2504.21
1538,2021-06-01,93608,COMERCIALIZADORA ELECTRICA INDUSTRIAL VAZQUEZ SA DE CV,ALAMBRE DSD CALIBRE 8,COMPRAS,0.0,0.0,0.0
1539,2021-06-01,69371,DISTRIBUIDORA CYMA S.A. DE C.V.,ESPAGUETTI F.VIDRIO 2 mm ?,COMPRAS,1000.0,160.0,1160.0
1540,2021-06-01,3074,BENJAMÍN MAYA MONDRAGÓN,RESOSRTES DE 316 X 30 MM,COMPRAS,9.57,1.53,11.1
1541,2021-06-01,397650,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V.",Epura 20 Lts Policarbonato,COMPRAS,0.0,0.0,0.0
1542,2021-06-01,519,IGNACIO ROJAS GOMEZ,ZAPATA ESPADA NOX AT CAL 16-14,COMPRAS,0.0,683.03,683.03
1543,2021-06-01,XXXX,TELEFONOS DE MEXICO S.A.B. DE C.V.,Pago,TELEFONO,0.0,0.0,0.0
1544,2021-06-01,36864,"AESA ARTICULOS ELECTRICOS, S.A. DE C.V.",Pago,COMPRAS,1612.9,258.06,1870.96
1545,2021-06-01,38496382,Autotransportes de Carga Tresguerras S.A de C.V.,Pago,PAQUETERIA,2025.86,324.14,2350.0
1546,2021-06-01,6387413,"Concesionaria Mexiquense, S.A. DE C.V.",T0-LIGERO,PEAJES,140.0,0.0,140.0
1547,2021-06-01,3143390,FONDO NACIONAL DE INFRAESTRUCTURA,Folio: 615138 Fecha: 18/06/2021 Hora: 161807 Carril: 2124 Clase: T01A,PEAJES,0.0,0.0,0.0
1548,2021-06-01,XXXX,FONDO NACIONAL DE INFRAESTRUCTURA,SERVICIO DE PEAJE Y CRUCE CARRETERO PALMILLAS 2021-06-17 17:43:13,PEAJES,5400.0,864.0,6264.0
1549,2021-06-01,71240,NOVATEL MEXICANA S.A. DE C.V,"NOVAFLON 0.010"" STD C/A SILICONADO O",COMPRAS,5400.0,864.0,6264.0
1550,2021-06-01,6703,Sanjuana Vargas Almanza,"S2SR-S3WA-Interruptor selector de maneta corta , diam, 22/25mm; ret, de 2 posic, mantenido, angulo de op, izq, y der, 45G; color blanco; bloque de contacto A:1, contacto singular ",COMPRAS,5300.0,48.0,5348.0
1551,2021-06-01,6732,Sanjuana Vargas Almanza,1100160-CABLE THHW-LS CALIBRE AWG 16 Negro 1100160 ,COMPRAS,4319.1,601.2,4805.3
1552,2021-06-01,4870,CARLOS ENRIQUE ZERMEÑO GUTIERREZ,VARILLA DE SOLDADURA DE PLATA AL 35% EN 1/16 X 18,COMPRAS,259.61,40.39,300.0
